ID	Binary Pattern		Corresponding Trained State		Stage
--------------------------------------------------------------------------------
0	1101101001			  66				Wake
1	1101101000			  65				Wake
2	1101101100			  67				Wake
3	1101100100			  63				Wake
4	1101100100			  63				Wake
5	0101100100			  14				Wake
6	0101100100			  14				Wake
7	1101100100			  63				Wake
8	1101100100			  63				Wake
9	1101101000			  65				Wake
10	1101101000			  65				Wake
11	1101101000			  65				Wake
12	1101101000			  65				Wake
13	1101101001			  66				Wake
14	1101101001			  66				Wake
15	1101101001			  66				Wake
16	1101101001			  66				Wake
17	1101101001			  66				Wake
18	1101101001			  66				Wake
19	1101101000			  65				Wake
20	1101101000			  65				Wake
21	1101101000			  65				Wake
22	1101101000			  65				Wake
23	1101101000			  65				Wake
24	1101101000			  65				Wake
25	1101101000			  65				Wake
26	1101101000			  65				Wake
27	1101101000			  65				Wake
28	1101101000			  65				Wake
29	1101101000			  65				Wake
30	1101101000			  65				Wake
31	1101101000			  65				Wake
32	1101101000			  65				Wake
33	1101101000			  65				Wake
34	1101101000			  65				Wake
35	1101101000			  65				Wake
36	1101101000			  65				Wake
37	1101101000			  65				Wake
38	1101101000			  65				Wake
39	1101101000			  65				Wake
40	1101101000			  65				Wake
41	1101101000			  65				Wake
42	1101101000			  65				Wake
43	1101101000			  65				Wake
44	1101101000			  65				Wake
45	1101101000			  65				Wake
46	1101101000			  65				Wake
47	1101101000			  65				Wake
48	1111101000			  89				Wake
49	1111101000			  89				Wake
50	1101101000			  65				Wake
51	1101101000			  65				Wake
52	1101101000			  65				Wake
53	1101101000			  65				Wake
54	1101101000			  65				Wake
55	1101101000			  65				Wake
56	1101101001			  66				Wake
57	1101101001			  66				Wake
58	1101101001			  66				Wake
59	1101101001			  66				Wake
60	1111101001			  90				Wake
61	1111101001			  90				Wake
62	1111101001			  90				Wake
63	1111101001			  90				Wake
64	1111101001			  90				Wake
65	1111101000			  89				Wake
66	1111101000			  89				Wake
67	1111101000			  89				Wake
68	1111101000			  89				Wake
69	1111101000			  89				Wake
70	1111101000			  89				Wake
71	1111101000			  89				Wake
72	1111101000			  89				Wake
73	1111101001			  90				Wake
74	1111101001			  90				Wake
75	1111001001			  78				Wake
76	1111001001			  78				Wake
77	1111001001			  78				Wake
78	1111001001			  78				Wake
79	1111001001			  78				Wake
80	1111101001			  90				Wake
81	1111101001			  90				Wake
82	1111101001			  90				Wake
83	1011101001			  52				Wake
84	1011101001			  52				Wake
85	1011101001			  52				Wake
86	1001101001			  38				Wake
87	1001101001			  38				Wake
88	1001101001			  38				Wake
89	1001101000			  37				Wake
90	1001101000			  37				Wake
91	1101101000			  65				Wake
